,ETF,Buy_Date,Sell_Date,Buy_Price,Sell_Price,Quantity,Profit
274,512480.XSHG,2022-11-11,2022-11-17 10:30:00,0.855,0.885,3900,117.0000000000001
275,515880.XSHG,2022-11-11,2022-11-16 11:30:00,0.873,0.892,3800,72.20000000000006
276,515030.XSHG,2022-11-15,2022-11-16 10:30:00,1.875,1.856,1700,-32.29999999999984
277,512400.XSHG,2022-11-21,2022-11-28 10:30:00,1.125,1.101,3000,-72.00000000000006
278,159870.XSHE,2022-11-23,2022-12-06 14:00:00,0.764,0.802,4400,167.20000000000016
279,159930.XSHE,2022-11-25,2022-11-28 10:30:00,1.16,1.136,2900,-69.60000000000007
280,159869.XSHE,2022-11-29,2022-12-02 15:00:00,0.767,0.782,4300,64.50000000000006
281,159928.XSHE,2022-11-29,2022-12-15 10:30:00,0.953,1.051,3500,342.99999999999994
282,159996.XSHE,2022-11-29,2022-12-06 11:30:00,1.012,1.041,3300,95.69999999999972
283,512400.XSHG,2022-12-15,2022-12-16 10:30:00,1.141,1.121,3000,-60.00000000000006
284,515030.XSHG,2022-12-15,2022-12-16 10:30:00,1.813,1.779,1900,-64.60000000000005
285,516110.XSHG,2022-12-15,2022-12-16 10:30:00,1.035,1.018,3400,-57.79999999999967
286,512010.XSHG,2022-12-16,2022-12-19 10:30:00,0.47,0.463,7300,-51.09999999999964
287,513050.XSHG,2022-12-22,2022-12-23 14:00:00,1.058,1.046,3200,-38.400000000000034
288,513050.XSHG,2022-12-27,2022-12-29 10:30:00,1.05,1.039,3200,-35.20000000000039
289,159766.XSHE,2022-12-30,2023-01-03 10:30:00,1.129,1.105,3000,-72.00000000000006
290,159928.XSHE,2022-12-30,2023-01-03 10:30:00,1.044,1.022,3300,-72.60000000000007
291,159766.XSHE,2023-01-05,2023-01-06 10:30:00,1.131,1.107,3000,-72.00000000000006
292,159928.XSHE,2023-01-05,2023-01-10 15:00:00,1.058,1.079,3200,67.1999999999997
293,159619.XSHE,2023-01-13,2023-02-02 10:30:00,0.866,0.908,3900,163.80000000000015
294,512660.XSHG,2023-01-16,2023-01-30 15:00:00,1.079,1.143,3100,198.40000000000018
295,159611.XSHE,2023-01-20,2023-02-14 11:30:00,0.874,0.89,3900,62.400000000000055
296,512200.XSHG,2023-01-20,2023-02-06 10:30:00,0.737,0.723,4700,-65.80000000000005
297,159996.XSHE,2023-02-07,2023-02-22 10:30:00,1.103,1.142,3100,120.89999999999976
298,512170.XSHG,2023-02-09,2023-02-10 11:30:00,0.544,0.538,6500,-39.000000000000036
299,512880.XSHG,2023-02-09,2023-02-15 10:30:00,0.944,0.932,3700,-44.39999999999963
300,512170.XSHG,2023-02-13,2023-02-15 10:30:00,0.546,0.539,6400,-44.80000000000004
301,512400.XSHG,2023-02-14,2023-02-15 15:00:00,1.202,1.189,2900,-37.69999999999971
302,159611.XSHE,2023-02-20,2023-02-27 11:30:00,0.876,0.867,3900,-35.10000000000003
303,159852.XSHE,2023-02-20,2023-02-22 10:30:00,0.945,0.932,3600,-46.79999999999964
304,159870.XSHE,2023-02-20,2023-02-24 11:30:00,0.83,0.82,4200,-42.000000000000036
305,159766.XSHE,2023-02-27,2023-03-03 14:00:00,1.106,1.128,3100,68.19999999999938
306,159928.XSHE,2023-02-28,2023-03-07 10:30:00,1.089,1.075,3100,-43.40000000000004
307,159869.XSHE,2023-03-01,2023-03-07 10:30:00,0.942,0.928,3700,-51.799999999999635
308,512980.XSHG,2023-03-01,2023-03-02 15:00:00,0.698,0.709,5000,55.00000000000005
309,512980.XSHG,2023-03-08,2023-03-09 11:30:00,0.694,0.687,4900,-34.299999999999486
310,515880.XSHG,2023-03-08,2023-03-21 14:00:00,0.953,0.991,3600,136.80000000000013
311,159611.XSHE,2023-03-13,2023-03-16 10:30:00,0.883,0.898,3900,58.50000000000005
312,159852.XSHE,2023-03-13,2023-03-14 10:30:00,0.991,0.981,3400,-34.00000000000003
313,159930.XSHE,2023-03-13,2023-03-14 11:30:00,1.15,1.136,3000,-42.000000000000036
314,512880.XSHG,2023-04-03,2023-04-19 10:30:00,0.942,0.953,3600,39.60000000000004
315,512170.XSHG,2023-04-07,2023-04-19 10:30:00,0.508,0.502,6900,-41.400000000000034
316,512800.XSHG,2023-04-07,2023-04-20 10:30:00,1.055,1.094,3300,128.70000000000047
317,516110.XSHG,2023-04-07,2023-04-11 10:30:00,0.979,0.968,3600,-39.60000000000004
318,159852.XSHE,2023-04-14,2023-04-17 10:30:00,1.1,1.085,3100,-46.500000000000384
319,159996.XSHE,2023-04-17,2023-04-24 14:00:00,1.129,1.107,3000,-66.00000000000006
320,159766.XSHE,2023-04-19,2023-04-20 10:30:00,1.101,1.086,3100,-46.499999999999694
321,512980.XSHG,2023-04-28,2023-05-05 10:30:00,0.961,0.995,3500,119.0000000000001
322,561320.XSHG,2023-04-28,2023-05-08 15:00:00,1.002,0.991,3400,-37.400000000000034
323,159930.XSHE,2023-05-15,2023-05-22 11:30:00,1.22,1.203,2800,-47.59999999999973
324,512800.XSHG,2023-05-22,2023-05-23 14:00:00,1.121,1.108,3000,-38.9999999999997
325,159611.XSHE,2023-05-25,2023-05-30 10:30:00,0.939,0.964,3600,90.00000000000009
326,159611.XSHE,2023-06-02,2023-06-06 10:30:00,0.946,0.93,3600,-57.59999999999965
327,159996.XSHE,2023-06-02,2023-06-14 14:00:00,1.083,1.125,3200,134.40000000000012
328,512480.XSHG,2023-06-13,2023-06-15 11:30:00,0.942,0.931,3600,-39.59999999999964
329,159619.XSHE,2023-06-15,2023-06-19 10:30:00,0.992,0.996,3500,14.000000000000012
330,159825.XSHE,2023-06-27,2023-07-07 11:30:00,0.75,0.764,4600,64.40000000000006
331,159852.XSHE,2023-06-27,2023-06-28 10:30:00,1.028,0.984,3400,-149.60000000000014
332,159870.XSHE,2023-06-27,2023-06-29 15:00:00,0.675,0.666,5200,-46.80000000000004
333,159870.XSHE,2023-06-30,2023-07-06 11:30:00,0.679,0.672,5000,-35.00000000000003
334,515030.XSHG,2023-06-30,2023-07-07 10:30:00,1.539,1.523,2200,-35.20000000000003
335,159928.XSHE,2023-07-03,2023-07-05 10:30:00,0.944,0.931,3700,-48.09999999999963
336,159870.XSHE,2023-07-10,2023-07-13 15:00:00,0.68,0.691,5000,54.999999999999496
337,515030.XSHG,2023-07-10,2023-07-17 10:30:00,1.534,1.518,2200,-35.20000000000003
338,515790.XSHG,2023-07-10,2023-07-11 10:30:00,1.225,1.212,2800,-36.40000000000035
339,515880.XSHG,2023-07-11,2023-07-12 10:30:00,1.279,1.255,2700,-64.80000000000005
340,159619.XSHE,2023-07-13,2023-07-26 14:00:00,1.006,1.024,3400,61.20000000000005
341,512660.XSHG,2023-07-13,2023-07-20 10:30:00,1.099,1.086,3100,-40.29999999999969
342,159611.XSHE,2023-07-17,2023-07-19 11:30:00,0.938,0.927,3600,-39.59999999999964
343,159928.XSHE,2023-07-21,2023-07-24 10:30:00,0.952,0.941,3500,-38.500000000000036
344,512010.XSHG,2023-07-21,2023-07-27 14:00:00,0.429,0.441,7900,94.80000000000008
345,159766.XSHE,2023-07-25,2023-08-01 14:00:00,0.919,0.946,3600,97.19999999999969
346,159870.XSHE,2023-07-25,2023-08-01 14:00:00,0.695,0.708,4800,62.400000000000055
347,516110.XSHG,2023-07-27,2023-08-01 10:30:00,1.082,1.14,3200,185.59999999999945
348,512010.XSHG,2023-08-03,2023-08-07 10:30:00,0.434,0.421,8000,-104.00000000000009
349,512170.XSHG,2023-08-03,2023-08-07 10:30:00,0.429,0.415,8100,-113.4000000000001
350,561320.XSHG,2023-08-10,2023-08-11 11:30:00,0.961,0.948,3500,-45.50000000000004
351,159852.XSHE,2023-08-14,2023-08-15 10:30:00,0.951,0.941,3600,-36.00000000000003
352,512200.XSHG,2023-08-16,2023-08-17 11:30:00,0.677,0.67,5000,-35.00000000000003
353,159507.XSHE,2023-09-11,2023-09-13 10:30:00,0.921,0.91,3700,-40.70000000000004
354,159928.XSHE,2023-09-11,2023-09-15 14:00:00,0.941,0.928,3600,-46.79999999999964
355,512400.XSHG,2023-09-11,2023-09-13 11:30:00,1.031,1.018,3300,-42.89999999999967
356,512800.XSHG,2023-09-11,2023-10-19 15:00:00,1.114,1.102,3100,-37.20000000000003
357,159825.XSHE,2023-09-15,2023-09-28 10:30:00,0.744,0.734,4500,-45.00000000000004
358,512010.XSHG,2023-09-15,2023-10-16 10:30:00,0.417,0.432,8100,121.50000000000011
359,512170.XSHG,2023-09-15,2023-09-21 11:30:00,0.407,0.402,8300,-41.499999999999574
360,512480.XSHG,2023-10-17,2023-10-18 14:00:00,0.824,0.813,4100,-45.10000000000004
361,512480.XSHG,2023-10-19,2023-10-20 10:30:00,0.822,0.813,4100,-36.900000000000034
362,512880.XSHG,2023-11-03,2023-11-06 14:00:00,0.946,0.982,3500,126.00000000000011
363,159996.XSHE,2023-11-14,2023-11-27 10:30:00,1.082,1.07,3100,-37.20000000000003
364,512400.XSHG,2023-11-15,2023-11-16 10:30:00,0.964,0.951,3500,-45.50000000000004
365,516110.XSHG,2023-11-15,2023-11-17 10:30:00,1.077,1.066,3100,-34.09999999999969
366,512400.XSHG,2023-11-17,2023-11-22 11:30:00,0.953,0.942,3500,-38.500000000000036
367,512200.XSHG,2023-11-20,2023-11-22 15:00:00,0.574,0.583,5900,53.100000000000044
368,513050.XSHG,2023-11-20,2023-11-27 10:30:00,1.003,0.992,3400,-37.39999999999966
369,159507.XSHE,2023-11-23,2023-11-24 10:30:00,0.878,0.867,3800,-41.80000000000004
370,512880.XSHG,2023-11-23,2023-11-24 14:00:00,0.967,0.957,3500,-35.00000000000003
371,159766.XSHE,2023-11-30,2023-12-01 10:30:00,0.757,0.747,4400,-44.00000000000004
372,159825.XSHE,2023-12-04,2023-12-13 15:00:00,0.741,0.733,4500,-36.00000000000003
373,561320.XSHG,2023-12-08,2023-12-11 10:30:00,0.855,0.844,3900,-42.90000000000004
374,159930.XSHE,2023-12-11,2023-12-15 14:00:00,1.23,1.213,2700,-45.89999999999974
375,512980.XSHG,2023-12-19,2023-12-20 10:30:00,0.802,0.788,4100,-57.40000000000005
376,159869.XSHE,2023-12-21,2023-12-22 10:30:00,1.148,1.123,2800,-69.99999999999974
377,159611.XSHE,2023-12-25,,0.866,,3700,0
